PARAM,VALUE,REGION,REGION2,DAYTYPE,EMISSION,FUEL,DAILYTIMEBRACKET,SEASON,TIMESLICE,MODE_OF_OPERATION,STORAGE,TECHNOLOGY,YEAR
CapitalCost,999999,Simple,,,,,,,,,,BS3,2009
Conversionld,1,,,1,,,,,1,,,,
Conversionld,1,,,1,,,,,2,,,,
Conversionld,1,,,1,,,,,3,,,,
Conversionld,1,,,1,,,,,4,,,,
Conversionld,1,,,1,,,,,5,,,,
Conversionld,1,,,1,,,,,6,,,,
Conversionld,1,,,1,,,,,7,,,,
Conversionld,1,,,1,,,,,8,,,,
Conversionld,1,,,1,,,,,9,,,,
Conversionld,1,,,1,,,,,10,,,,
Conversionld,1,,,1,,,,,11,,,,
Conversionld,1,,,1,,,,,12,,,,
Conversionld,1,,,1,,,,,13,,,,
Conversionld,1,,,1,,,,,14,,,,
Conversionld,1,,,1,,,,,15,,,,
Conversionld,1,,,1,,,,,16,,,,
Conversionld,1,,,1,,,,,17,,,,
Conversionld,1,,,1,,,,,18,,,,
Conversionld,1,,,1,,,,,19,,,,
Conversionld,1,,,1,,,,,20,,,,
Conversionld,1,,,1,,,,,21,,,,
Conversionld,1,,,1,,,,,22,,,,
Conversionld,1,,,1,,,,,23,,,,
Conversionld,1,,,1,,,,,24,,,,
Conversionld,1,,,1,,,,,25,,,,
Conversionld,1,,,1,,,,,26,,,,
Conversionld,1,,,1,,,,,27,,,,
Conversionld,1,,,1,,,,,28,,,,
Conversionld,1,,,1,,,,,29,,,,
Conversionld,1,,,1,,,,,30,,,,
Conversionld,1,,,1,,,,,31,,,,
Conversionld,1,,,1,,,,,32,,,,
Conversionld,1,,,1,,,,,33,,,,
Conversionld,1,,,1,,,,,34,,,,
Conversionld,1,,,1,,,,,35,,,,
Conversionld,1,,,1,,,,,36,,,,
Conversionld,1,,,1,,,,,37,,,,
Conversionld,1,,,1,,,,,38,,,,
Conversionld,1,,,1,,,,,39,,,,
Conversionld,1,,,1,,,,,40,,,,
Conversionld,1,,,1,,,,,41,,,,
Conversionld,1,,,1,,,,,42,,,,
Conversionld,1,,,1,,,,,43,,,,
Conversionld,1,,,1,,,,,44,,,,
Conversionld,1,,,1,,,,,45,,,,
Conversionld,1,,,1,,,,,46,,,,
Conversionld,1,,,1,,,,,47,,,,
Conversionld,1,,,1,,,,,48,,,,
Conversionlh,1,,,,,,1,,1,,,,
Conversionlh,1,,,,,,2,,2,,,,
Conversionlh,1,,,,,,3,,3,,,,
Conversionlh,1,,,,,,4,,4,,,,
Conversionlh,1,,,,,,5,,5,,,,
Conversionlh,1,,,,,,6,,6,,,,
Conversionlh,1,,,,,,7,,7,,,,
Conversionlh,1,,,,,,8,,8,,,,
Conversionlh,1,,,,,,9,,9,,,,
Conversionlh,1,,,,,,10,,10,,,,
Conversionlh,1,,,,,,11,,11,,,,
Conversionlh,1,,,,,,12,,12,,,,
Conversionlh,1,,,,,,13,,13,,,,
Conversionlh,1,,,,,,14,,14,,,,
Conversionlh,1,,,,,,15,,15,,,,
Conversionlh,1,,,,,,16,,16,,,,
Conversionlh,1,,,,,,17,,17,,,,
Conversionlh,1,,,,,,18,,18,,,,
Conversionlh,1,,,,,,19,,19,,,,
Conversionlh,1,,,,,,20,,20,,,,
Conversionlh,1,,,,,,21,,21,,,,
Conversionlh,1,,,,,,22,,22,,,,
Conversionlh,1,,,,,,23,,23,,,,
Conversionlh,1,,,,,,24,,24,,,,
Conversionlh,1,,,,,,1,,25,,,,
Conversionlh,1,,,,,,2,,26,,,,
Conversionlh,1,,,,,,3,,27,,,,
Conversionlh,1,,,,,,4,,28,,,,
Conversionlh,1,,,,,,5,,29,,,,
Conversionlh,1,,,,,,6,,30,,,,
Conversionlh,1,,,,,,7,,31,,,,
Conversionlh,1,,,,,,8,,32,,,,
Conversionlh,1,,,,,,9,,33,,,,
Conversionlh,1,,,,,,10,,34,,,,
Conversionlh,1,,,,,,11,,35,,,,
Conversionlh,1,,,,,,12,,36,,,,
Conversionlh,1,,,,,,13,,37,,,,
Conversionlh,1,,,,,,14,,38,,,,
Conversionlh,1,,,,,,15,,39,,,,
Conversionlh,1,,,,,,16,,40,,,,
Conversionlh,1,,,,,,17,,41,,,,
Conversionlh,1,,,,,,18,,42,,,,
Conversionlh,1,,,,,,19,,43,,,,
Conversionlh,1,,,,,,20,,44,,,,
Conversionlh,1,,,,,,21,,45,,,,
Conversionlh,1,,,,,,22,,46,,,,
Conversionlh,1,,,,,,23,,47,,,,
Conversionlh,1,,,,,,24,,48,,,,
Conversionls,1,,,,,,,1,1,,,,
Conversionls,1,,,,,,,1,2,,,,
Conversionls,1,,,,,,,1,3,,,,
Conversionls,1,,,,,,,1,4,,,,
Conversionls,1,,,,,,,1,5,,,,
Conversionls,1,,,,,,,1,6,,,,
Conversionls,1,,,,,,,1,7,,,,
Conversionls,1,,,,,,,1,8,,,,
Conversionls,1,,,,,,,1,9,,,,
Conversionls,1,,,,,,,1,10,,,,
Conversionls,1,,,,,,,1,11,,,,
Conversionls,1,,,,,,,1,12,,,,
Conversionls,1,,,,,,,1,13,,,,
Conversionls,1,,,,,,,1,14,,,,
Conversionls,1,,,,,,,1,15,,,,
Conversionls,1,,,,,,,1,16,,,,
Conversionls,1,,,,,,,1,17,,,,
Conversionls,1,,,,,,,1,18,,,,
Conversionls,1,,,,,,,1,19,,,,
Conversionls,1,,,,,,,1,20,,,,
Conversionls,1,,,,,,,1,21,,,,
Conversionls,1,,,,,,,1,22,,,,
Conversionls,1,,,,,,,1,23,,,,
Conversionls,1,,,,,,,1,24,,,,
Conversionls,1,,,,,,,2,25,,,,
Conversionls,1,,,,,,,2,26,,,,
Conversionls,1,,,,,,,2,27,,,,
Conversionls,1,,,,,,,2,28,,,,
Conversionls,1,,,,,,,2,29,,,,
Conversionls,1,,,,,,,2,30,,,,
Conversionls,1,,,,,,,2,31,,,,
Conversionls,1,,,,,,,2,32,,,,
Conversionls,1,,,,,,,2,33,,,,
Conversionls,1,,,,,,,2,34,,,,
Conversionls,1,,,,,,,2,35,,,,
Conversionls,1,,,,,,,2,36,,,,
Conversionls,1,,,,,,,2,37,,,,
Conversionls,1,,,,,,,2,38,,,,
Conversionls,1,,,,,,,2,39,,,,
Conversionls,1,,,,,,,2,40,,,,
Conversionls,1,,,,,,,2,41,,,,
Conversionls,1,,,,,,,2,42,,,,
Conversionls,1,,,,,,,2,43,,,,
Conversionls,1,,,,,,,2,44,,,,
Conversionls,1,,,,,,,2,45,,,,
Conversionls,1,,,,,,,2,46,,,,
Conversionls,1,,,,,,,2,47,,,,
Conversionls,1,,,,,,,2,48,,,,
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2000
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2001
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2002
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2003
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2004
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2005
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2006
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2007
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2008
InputActivityRatio,1.11,Simple,,,,IND300,,,,2,,HE1,2009
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2000
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2001
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2002
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2003
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2004
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2005
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2006
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2007
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2008
InputActivityRatio,1.11,Simple,,,,IND90,,,,2,,HE2,2009
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2000
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2001
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2002
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2003
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2004
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2005
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2006
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2007
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2008
InputActivityRatio,1.11,Simple,,,,IND70,,,,2,,HE3,2009
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2000
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2001
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2002
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2003
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2004
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2005
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2006
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2007
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2008
InputActivityRatio,0.85,Simple,,,,IND70,,,,2,,HP1,2009
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2000
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2001
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2002
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2003
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2004
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2005
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2006
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2007
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2008
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP1,2009
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2000
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2001
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2002
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2003
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2004
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2005
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2006
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2007
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2008
InputActivityRatio,0.85,Simple,,,,SUP50,,,,2,,HP2,2009
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2000
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2001
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2002
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2003
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2004
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2005
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2006
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2007
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2008
InputActivityRatio,0.15,Simple,,,,ELEC,,,,2,,HP2,2009
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2000
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2001
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2002
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2003
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2004
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2005
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2006
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2007
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2008
InputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,DHN,2009
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2000
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2001
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2002
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2003
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2004
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2005
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2006
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2007
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2008
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEA,2009
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2000
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2001
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2002
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2003
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2004
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2005
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2006
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2007
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2008
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEB,2009
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2000
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2001
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2002
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2003
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2004
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2005
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2006
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2007
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2008
InputActivityRatio,1.11,Simple,,,,DHWATER,,,,2,,HEC,2009
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2000
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2001
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2002
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2003
